def_normalized_key,def_occurrences,def_distinct_values,def_groups,def_projects,def_sample_values,def_sample_files,def_severity
149_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
150_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
151_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
152_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
153_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
154_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
155_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
156_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
157_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
158_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
159_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
160_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
161_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
162_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
163_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
164_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
165_status,8,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
0_round,8,2,GENERAL,UNKNOWN,1 || 2,ROUND_1_PANORAMA_FINDINGS.json; ROUND_1_SAFE_FIXES.json; ROUND_1_VALIDATE.json; ROUND_2_PANORAMA_FINDINGS.json; ROUND_2_SAFE_FIXES.json; ROUND_2_VALIDATE.json,MEDIUM
1_round,8,2,GENERAL,UNKNOWN,1 || 2,ROUND_1_PANORAMA_FINDINGS.json; ROUND_1_SAFE_FIXES.json; ROUND_1_VALIDATE.json; ROUND_2_PANORAMA_FINDINGS.json; ROUND_2_SAFE_FIXES.json; ROUND_2_VALIDATE.json,MEDIUM
const_defs,7,2,GENERAL;SCHEMA_FIELD,VIA,"{}; SCHEMA.panel_definitions.forEach(p => defs[p.id] = p); || NS('defs',{});['gA','gB'].forEach(id=>{const g=NS('linearGradient',{id,x1:0,y1:0,x2:0,y2:1});",VIA_Equity_Valuation_Terminal.html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_state,7,2,GENERAL,VIA,RUNTIME.panel_state[pid] || {}; || c.dataset.state;,VIA_P7_TWFocus.html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_ln,7,2,GENERAL,VIA,"document.createElementNS(NS, ""line""); || document.createElementNS(NS,""line"");",VIA_P1_MarketOverview.html; VIA_P2_GlobalFlow.html; VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html,MEDIUM
basedir,7,2,PATH_IO,UNKNOWN, || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules,Invoke-NexusCore-ExternalBridge.ps1; Invoke-VeritasNexusCore.ps1; NEXUSCORE_MASTER_ORCHESTRATOR_REPORT.json,MEDIUM
0_toolid,7,2,GENERAL,UNKNOWN,VIA-SUP-0001 || VIA-NEXUS-L0-README,NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
1_toolid,7,2,GENERAL,UNKNOWN,VIA-SUP-0002 || VIA-NEXUS-L1-ENTRY,NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
2_toolid,7,2,GENERAL,UNKNOWN,VIA-SUP-0003 || VIA-NEXUS-L3-AEGIS,NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
3_toolid,7,2,GENERAL,UNKNOWN,VIA-SUP-0004 || VIA-NEXUS-L5-CELERITAS,NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
3_tooltype,7,2,SCHEMA_FIELD,UNKNOWN,csv || python,NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
4_toolname,7,2,GENERAL;VERSION_RELEASE,UNKNOWN,VeritasNexusCore_FREEZE_Manifest_v03 || VeritasCeleritas,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
5_toolname,7,2,GENERAL;VERSION_RELEASE,UNKNOWN,VeritasNexusCore_FREEZE_Report_v03 || VIA_EnvManager,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
6_toolname,7,2,GENERAL;VERSION_RELEASE,UNKNOWN,VeritasNexusCore_FREEZE_ReportRecovery_v03 || VeritasAegisNexus,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
7_toolname,7,2,ENGINE;GENERAL,UNKNOWN,VDF_NexusCore_ModuleRegistry || VeritasAegisNexus,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
8_toolname,7,2,ENGINE;GENERAL,UNKNOWN,VDF_NexusCore_ModuleRegistry || VIA_EnvManager,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
9_toolname,7,2,GENERAL,UNKNOWN,VDF_VRN_CrossLinks || VeritasCeleritas,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
166_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
167_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
168_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
169_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
170_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
171_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
172_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
173_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
174_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
175_status,7,2,GENERAL,UNKNOWN,FOUND || DISCOVERED,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
2_sha256,7,2,GENERAL,UNKNOWN,0002434E09E5C443C7F14F5348A5A8AA00F3CAE2CF945E15231AC016E26C9B85 || 4A9443686A8F5DE076A9F69D4CD00FAB9576180D17F9FE03F9FF59A526BE4D7D,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_TOOL_MATRIX.json; supportive_modules_registry.json,MEDIUM
3_sha256,7,2,GENERAL,UNKNOWN,6C463E94FC1C0D7DA5F8F0A611E497B0A731BE22C36BBA929B3BA0B0465496D7 || ECB06BE4BADB7CE648E275A4C35A1AC44759F155AB39A137F9FBBBB7A536A1D0,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_TOOL_MATRIX.json; supportive_modules_registry.json,MEDIUM
aststatus,7,2,GENERAL,UNKNOWN,PASS || FAIL,NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json,MEDIUM
duckdb_available,6,2,GENERAL,VDF,True || False,VDF_MDL004_TWFullMarketEngine (2).py; VDF_MDL005_TWStockFilter (1).py; VDF_OutputManager.py,MEDIUM
tile,6,2,GENERAL;VISUAL_LOCK,VIA,":before{content:"""";position:absolute;top:0;left:0;right:0;height:3px;background:var(--ac,var(--bl))} || hover{transform:translateY(-3px);box-shadow:var(--sh2);border-color:var(--ac,var(--bl))}",VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_Main (2).html; VIA_Main.html,MEDIUM
const_wrap,6,2,GENERAL;VISUAL_LOCK,VIA,document.getElementById('stackPrev');if(!wrap)return;wrap.innerHTML=''; || document.createElement('span');,VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
macd,6,2,GENERAL,VIA,"{ visible:true, expanded:true, height_weight_override:null }, || macd.macd, MACD_signal:macd.sig, MACD_hist:macd.hist,",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_shock,6,2,GENERAL,VIA,(rng()-0.5)*2; || (rng() - 0.5) * 280;,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_rsi,6,2,GENERAL,VIA,"RSI(adj,14); || D.RSI[n-1];",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_atr,6,2,GENERAL,VIA,"ATR(high,low,close,14); || D.ATR[n-1];",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_natr,6,2,GENERAL,VIA,"atr.map((v,i)=>v==null?null:(v/adj[i])*100); || D.NATR[n-1];",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_fn,6,2,GENERAL,VIA,"Math.round((rng2()-0.5)*30000); || D.foreign_net, tn = D.trust_net, dn = D.dealer_net;",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_dn,6,2,GENERAL,VIA,Math.round((rng2()-0.5)*5000); || document.getElementById('normDate');,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
let_mx,6,2,GENERAL,VIA,"0, my=0; for(let j=i-p+1;j<=i;j++){ mx+=r1[j]; my+=r2[j]; } mx/=p; my/=p; || 0, my=0; for (let j=i-p+1;j<=i;j++){ mx+=r1[j]; my+=r2[j]; } mx/=p; my/=p;",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_bot,6,2,GENERAL,VIA,top - sizes[i]; || document.getElementById('chartBottom');,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_useus,6,2,GOVERNANCE_POLICY,VIA,R.view_state.risk_free === 'US10Y'; || RUNTIME.view_state.risk_free === 'US10Y';,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_arr,6,2,GENERAL,VIA,useUS ? D.sharpe_60_US : D.sharpe_60_TW; || D[keyMap[pid]];,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_colorize,6,2,VISUAL_LOCK,VIA,"(v) => v == null ? 'rgba(0,0,0,0)' : (v >= 0 ? `rgba(${spec.rgb},1.0)` : `rgba(${spec.rgb},0.7)`); || (v) => v == null ? 'rgba(0,0,0,0)' : (v >= 0 ? `rgba(${s.rgb},1.0)` : `rgba(${s.rgb},0.7)`);",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_benchkey,6,2,GENERAL,VIA,R.view_state.benchmark === '^GSPC' ? '_gspcRaw' : '_twiiRaw'; || RUNTIME.view_state.benchmark === '^GSPC' ? '_gspcRaw' : '_twiiRaw';,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_layout,6,2,GENERAL,VIA,{ || _fundLayoutBase(false);,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
fixedrange,6,2,GENERAL,VIA,false // PDF spec: allow horizontal drag-select on time axis || true,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_collapsed,6,2,GENERAL,VIA,state.expanded === false && def.collapsible; || st.expanded === false;,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
window_via_pin_guidex,6,2,VISUAL_LOCK,VIA,null; || dateAt;,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
window_via_pin_hasrangepins,6,2,GENERAL,VIA,false; || true;,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_dnow,6,2,GENERAL,VIA,mount.__via_D; || mount.__via_D; if (!Dnow) return;,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
c,6,2,ENGINE;GENERAL,UNKNOWN;VIA, || \Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1,Read_Me_VeritasNexusCore.md; Read_Me_VeritasNexusCore.snapshot.txt; VIA_ActiveETF_Control.ps1,MEDIUM
pt_button,6,2,GENERAL;VISUAL_LOCK,VIA,hover:not(.on){background:var(--bg2)} || hover:not(.on){background:var(--bg2);color:var(--i1)},VIA_Macro_GDP_Identity_Console (2).html; VIA_Macro_Master_Template.html; VIA_P2_GlobalFlow.html; VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html,MEDIUM
via_fin_synonyms_v22,6,2,GENERAL,VIA,{} || {,VETF_VIA_SSOT_Unified.py; VIA_SSOT_Unified.py; VIA_SSOT_Unified_v22_synonyms_patch (1).py; VIA_SSOT_Unified_v22_synonyms_patch.py,MEDIUM
via_ssot_instance,6,2,GENERAL,LL34;VIA,None || SSOT(),LL34_entry.md; VETF_VIA_SSOT_Unified.py; VIA_SSOT_Unified.py,MEDIUM
celeritas_py,6,2,PATH_IO,UNKNOWN,"Join-Path $def_PARAM_BASE_DIR ""50_Protection_Acceleration\VeritasCeleritas.py"" || Join-Path $BaseDir ""50_Protection_Acceleration\VeritasCeleritas.py""",Invoke-NexusCore-CeleritasSafeAdapter.ps1; Invoke-NexusCore-ExternalBridge.ps1; Invoke-VeritasNexusCore.ps1,MEDIUM
function_set,6,2,GENERAL,UNKNOWN;VIA,"cls, key, value || self, key, value",VIA_SSOT_Unified.py; VeritasAegisNexus.py; VeritasCeleritas.py,MEDIUM
function_get_ssot,6,2,GENERAL,VIA,"key=None, default=None || ",VETF_VIA_SSOT_Unified.py; VIA_SSOT_Unified.py,MEDIUM
function_normalize,6,2,GENERAL,VIA,value || raw,VETF_VIA_SSOT_Unified.py; VIA_SSOT_Unified.py,MEDIUM
function_contains,6,2,GENERAL,UNKNOWN;VIA,"lst, val || self, key",VETF_VIA_SSOT_Unified.py; VIA_SSOT_Unified.py; VeritasCeleritas.py,MEDIUM
5_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L6_Report_Matrix || HYDRA_RISK,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
6_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L6_Report_Matrix || HYDRA_RISK,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
7_layer,6,2,GENERAL,UNKNOWN,L2_SSOT_Registry || ANCHOR,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
8_layer,6,2,GENERAL,UNKNOWN,L2_SSOT_Registry || ANCHOR,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
9_layer,6,2,GENERAL,UNKNOWN,L2_SSOT_Registry || ANCHOR,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
12_layer,6,2,GENERAL,UNKNOWN,L6_Report_Matrix || ANCHOR,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
17_layer,6,2,GENERAL,UNKNOWN,L6_Report_Matrix || ANCHOR,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
29_layer,6,2,GENERAL,UNKNOWN,L2_SSOT_Registry || ANCHOR,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
49_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
50_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
57_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
58_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
59_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
60_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
67_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
68_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
69_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
70_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
71_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
72_layer,6,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,L3_HardGate_Protection || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
73_layer,6,2,GENERAL,UNKNOWN,L9_Supportive_Tool || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
74_layer,6,2,GENERAL,UNKNOWN,L9_Supportive_Tool || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
75_layer,6,2,GENERAL,UNKNOWN,L9_Supportive_Tool || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
76_layer,6,2,GENERAL,UNKNOWN,L9_Supportive_Tool || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
87_layer,6,2,GENERAL,UNKNOWN,L5_Acceleration_InstallPlanner || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
88_layer,6,2,GENERAL,UNKNOWN,L5_Acceleration_InstallPlanner || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
89_layer,6,2,GENERAL,UNKNOWN,L5_Acceleration_InstallPlanner || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
90_layer,6,2,GENERAL,UNKNOWN,L5_Acceleration_InstallPlanner || SUBPROJECT_DISCOVERY,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
112_layer,6,2,GENERAL,UNKNOWN,L2_SSOT_Registry || ANCHOR,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
