"ModuleNo","ModuleId","Name","Role","Phase","SourcePath","TargetPath","Extension","SizeBytes","Sha256","Status","Risk"
"190","VRN_MDL190","VRN_MDL190_run_vrn_boot_purge_temp_first__REPORT__v0_0.ps1","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL190_run_vrn_boot_purge_temp_first__REPORT__v0_0.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL190_run_vrn_boot_purge_temp_first__REPORT__v0_0.ps1",".ps1","6262","b1783ba7064cbae06628a7e55cd431af43532060844ca11b6ac5653cba9eea63","OK","LOW"
"191","VRN_MDL191","VRN_MDL191_VRN-AllInOne__MODULE__v0_0.ps1","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL191_VRN-AllInOne__MODULE__v0_0.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL191_VRN-AllInOne__MODULE__v0_0.ps1",".ps1","6262","b1783ba7064cbae06628a7e55cd431af43532060844ca11b6ac5653cba9eea63","OK","LOW"
"192","VRN_MDL192","VRN_MDL192_run_vrn_summary__REPORT__v0_0.ps1","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL192_run_vrn_summary__REPORT__v0_0.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL192_run_vrn_summary__REPORT__v0_0.ps1",".ps1","6262","b1783ba7064cbae06628a7e55cd431af43532060844ca11b6ac5653cba9eea63","OK","LOW"
"193","VRN_MDL193","VRN_MDL193_run_vrn__REPORT__v0_0.ps1","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL193_run_vrn__REPORT__v0_0.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL193_run_vrn__REPORT__v0_0.ps1",".ps1","6262","b1783ba7064cbae06628a7e55cd431af43532060844ca11b6ac5653cba9eea63","OK","LOW"
"194","VRN_MDL194","VRN_MDL194_run_vrn__MODULE__v0_0.ps1","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL194_run_vrn__MODULE__v0_0.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL194_run_vrn__MODULE__v0_0.ps1",".ps1","6262","b1783ba7064cbae06628a7e55cd431af43532060844ca11b6ac5653cba9eea63","OK","LOW"
"195","VRN_MDL195","VRN_MDL195_run_vrn_summary__MODULE__v0_0.ps1","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL195_run_vrn_summary__MODULE__v0_0.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL195_run_vrn_summary__MODULE__v0_0.ps1",".ps1","6262","b1783ba7064cbae06628a7e55cd431af43532060844ca11b6ac5653cba9eea63","OK","LOW"
"196","VRN_MDL196","VRN_MDL196_summary_bridge_selftest__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL196_summary_bridge_selftest__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL196_summary_bridge_selftest__MODULE__v0_0.json",".json","4153","703ea14eada7bdfb5e657606c610d8130b417da021b85ddac234294895394a50","OK","LOW"
"197","VRN_MDL197","VRN_MDL197_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL197_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL197_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json",".json","3034","b07313599d7886f92b7df87d6a406c4046b572d54e58527c47d345f5b3d2aadd","OK","LOW"
"198","VRN_MDL198","VRN_MDL198_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL198_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL198_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json",".json","3034","b07313599d7886f92b7df87d6a406c4046b572d54e58527c47d345f5b3d2aadd","OK","LOW"
"199","VRN_MDL199","VRN_MDL199_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL199_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL199_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json",".json","3034","ce261ea24973479a154a8191100b023160ef8bd4368c08fa76becd33c4ba5419","OK","LOW"
"200","VRN_MDL200","VRN_MDL200_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL200_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL200_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json",".json","3034","b7e03f11c20b62b64011e51c09e60bbcc564589fd31092b97b585f97e0e70e4b","OK","LOW"
"201","VRN_MDL201","VRN_MDL201_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL201_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL201_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json",".json","2571","f210c18d24d5444c4b44b69ff91aecfe6f94761f41d73fa9f84d9830a9181deb","OK","LOW"
"202","VRN_MDL202","VRN_MDL202_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL202_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL202_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json",".json","2571","f210c18d24d5444c4b44b69ff91aecfe6f94761f41d73fa9f84d9830a9181deb","OK","LOW"
"203","VRN_MDL203","VRN_MDL203_VRN_MASTER_GOVERNANCE_REGISTRY_v0615703__GOVERNANCE__v0615703.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL203_VRN_MASTER_GOVERNANCE_REGISTRY_v0615703__GOVERNANCE__v0615703.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL203_VRN_MASTER_GOVERNANCE_REGISTRY_v0615703__GOVERNANCE__v0615703.json",".json","17230","be59c6fb8ea3c084902cfe01b0fd13e9d8240cf985c11901901f94c5d4a7d1c0","OK","LOW"
"204","VRN_MDL204","VRN_MDL204_VRN_MASTER_GOVERNANCE_REGISTRY_v0615703__GOVERNANCE__v0615703.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL204_VRN_MASTER_GOVERNANCE_REGISTRY_v0615703__GOVERNANCE__v0615703.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL204_VRN_MASTER_GOVERNANCE_REGISTRY_v0615703__GOVERNANCE__v0615703.json",".json","17230","be59c6fb8ea3c084902cfe01b0fd13e9d8240cf985c11901901f94c5d4a7d1c0","OK","LOW"
"205","VRN_MDL205","VRN_MDL205_VRN_NoSummarizer_CanonicalManifest_v02__MODULE__v02.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL205_VRN_NoSummarizer_CanonicalManifest_v02__MODULE__v02.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL205_VRN_NoSummarizer_CanonicalManifest_v02__MODULE__v02.json",".json","2431","02383d5e1fcf7a31e8d7051dfceff85d0832a47d708d0ce32cfce7d11f7896a8","OK","LOW"
"206","VRN_MDL206","VRN_MDL206_VRN_MDL_YFinanceInfoReferencePrefix_v02__DATA_SOURCE__v02.py","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL206_VRN_MDL_YFinanceInfoReferencePrefix_v02__DATA_SOURCE__v02.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL206_VRN_MDL_YFinanceInfoReferencePrefix_v02__DATA_SOURCE__v02.py",".py","7259","5c03f7e5a826f200cba7f7fe6857e0ccda9f563497d10c7a78df50f2745baeaf","OK","LOW"
"207","VRN_MDL207","VRN_MDL207_VRN_MDL_HomepageSummarizer_Router_v01__MODULE__v01.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL207_VRN_MDL_HomepageSummarizer_Router_v01__MODULE__v01.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL207_VRN_MDL_HomepageSummarizer_Router_v01__MODULE__v01.py",".py","19111","35c58f4d3dec8bf2541c9b3783e8864afeae5b6fc2e3fb542c8d072b9f8d3a75","OK","LOW"
"208","VRN_MDL208","VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL208_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py",".py","27243","d992343c139557b20d4ede582cd9a5519c6b77f79dcb723754bacfe0de1dc4aa","OK","LOW"
"209","VRN_MDL209","VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL209_VRN_v139L_Top10_Accelerator_Analyzer__MODULE__v139L.py",".py","27243","acc1c484aa3310eefabfc09c11aa98836f3bd8ef7bdf1818fdcc4fae13b80657","OK","LOW"
"210","VRN_MDL210","VRN_MDL210_VRN_v070_AllInOne__MODULE__v070.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL210_VRN_v070_AllInOne__MODULE__v070.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL210_VRN_v070_AllInOne__MODULE__v070.py",".py","41129","33160b4c0ee1f12288b659438950939c7132894f72801511c357e0cb15d23d5d","OK","LOW"
"211","VRN_MDL211","VRN_MDL211_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.py","BRIDGE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL211_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL211_VRN_v141D6B_NoHang_Accelerator__BRIDGE__v141D6B.py",".py","26370","56425f23041db59e85fdb7f43bf86f9afa5c748355691fc5cc95e7d2e5291fec","OK","LOW"
"212","VRN_MDL212","VRN_MDL212_VRN_v141D5B_Test_Debug_Activator__MODULE__v141D5B.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL212_VRN_v141D5B_Test_Debug_Activator__MODULE__v141D5B.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL212_VRN_v141D5B_Test_Debug_Activator__MODULE__v141D5B.py",".py","29031","ca4714261fe3b517190a9fe4cf54fe1f34503fee89c8a4a46c1f97c6cb195970","OK","LOW"
"213","VRN_MDL213","VRN_MDL213_VRN_v141D5_Aegis_Celeritas_Runtime_Bridge__MODULE__v141D5.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL213_VRN_v141D5_Aegis_Celeritas_Runtime_Bridge__MODULE__v141D5.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL213_VRN_v141D5_Aegis_Celeritas_Runtime_Bridge__MODULE__v141D5.py",".py","26482","df9a6295bc14cb775f7b3acdcd6904f7582a8d20b25e09e0d56faad49c2bf3f8","OK","LOW"
"214","VRN_MDL214","VRN_MDL214_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL214_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL214_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.py",".py","36289","bab1a20e6030b6a2c2e23f19a37a5b923d9def6d7575e0164bcf27196e5907d7","OK","LOW"
"215","VRN_MDL215","VRN_MDL215_vrn_financialdata_triflow_staging_v06153__FINANCIALDATA__v06153.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL215_vrn_financialdata_triflow_staging_v06153__FINANCIALDATA__v06153.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL215_vrn_financialdata_triflow_staging_v06153__FINANCIALDATA__v06153.py",".py","19936","3ca6301e256fcd8aca057bb89ee06a2be0dcd2f245baaa777a8a66efede0242d","OK","LOW"
"216","VRN_MDL216","VRN_MDL216_final_unified_gate_v06154__CORE__v06154.py","CORE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL216_final_unified_gate_v06154__CORE__v06154.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL216_final_unified_gate_v06154__CORE__v06154.py",".py","9942","d12b86d4e1fc4b203e9ace20be4149f2b2b1f85a4932d5afe5c5e8af3708eaa4","OK","LOW"
"217","VRN_MDL217","VRN_MDL217_worker_B_targeted_restore_scan_v06154__CORE__v06154.py","CORE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL217_worker_B_targeted_restore_scan_v06154__CORE__v06154.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL217_worker_B_targeted_restore_scan_v06154__CORE__v06154.py",".py","10376","c5635685c62ef12129bcf6182cce8196a59e2bc7abbc6a0bf0ea4489bdb7f32a","OK","LOW"
"218","VRN_MDL218","VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py",".py","35590","2e4c0a77b94665efad8c63ff8e91ebb154f9e58e0058aa6d36c521ba7964feba","OK","LOW"
"219","VRN_MDL219","VRN_MDL219_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL219_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL219_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py",".py","26938","93a02599bc4c31a33bd8ce8f38705eac371f72e1f444046b6721e9a8322c1857","OK","LOW"
"220","VRN_MDL220","VRN_MDL220_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL220_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL220_vrn_analyst_target_reportdate_ssot_patch_v06123__REPORT__v06123.py",".py","26938","93a02599bc4c31a33bd8ce8f38705eac371f72e1f444046b6721e9a8322c1857","OK","LOW"
"221","VRN_MDL221","VRN_MDL221_VRN_GeometryRecon_Runner__MODULE__v0_0.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL221_VRN_GeometryRecon_Runner__MODULE__v0_0.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL221_VRN_GeometryRecon_Runner__MODULE__v0_0.py",".py","4848","f7ffd2604d12398b4de13079bc9d890f43d36c55cd647b0e051d917fae615a47","OK","LOW"
"222","VRN_MDL222","VRN_MDL222_VRN_SupportiveDryRunGate__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL222_VRN_SupportiveDryRunGate__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL222_VRN_SupportiveDryRunGate__MODULE__v0_0.json",".json","72755","238bf2e4cab1077237b8de64877f6ee726d1072af951eb1a8dbb141ded89b4b3","OK","LOW"
"223","VRN_MDL223","VRN_MDL223_VRN_HeaderOrder_ConsensusData_AnchorPreview__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL223_VRN_HeaderOrder_ConsensusData_AnchorPreview__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL223_VRN_HeaderOrder_ConsensusData_AnchorPreview__MODULE__v0_0.json",".json","25599","d91531a8bd43d1fc49959ce2115f1bdff3702dad198477e5af6efee1c25dc279","OK","LOW"
"224","VRN_MDL224","VRN_MDL224_VRN_ProjectState_SSOT__GOVERNANCE__v0_0.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL224_VRN_ProjectState_SSOT__GOVERNANCE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL224_VRN_ProjectState_SSOT__GOVERNANCE__v0_0.json",".json","670960","a6eaa21a36dcafa8580d0134bb6b09cbffc80d792914a65e6035dbe0c6c2e8f7","OK","LOW"
"225","VRN_MDL225","VRN_MDL225_VRN_ProjectState_SSOT__GOVERNANCE__v0_0.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL225_VRN_ProjectState_SSOT__GOVERNANCE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL225_VRN_ProjectState_SSOT__GOVERNANCE__v0_0.json",".json","662885","a67fca5b7da595f692b9e7e715283c443c32db12dfdf6049729924d3231205c0","OK","LOW"
"226","VRN_MDL226","VRN_MDL226_VRN_W12_Locator_v1_0_9__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL226_VRN_W12_Locator_v1_0_9__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL226_VRN_W12_Locator_v1_0_9__MODULE__v1_0.json",".json","132515","4a7a45f3a87f1aff43b565f6f1f2920557dad8c7952ceb75f8a5227a7db83461","OK","LOW"
