"signal","path","extension","risk_class","risk","action"
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICON_BASE_MANAGED\_icon_manifest\VIA_IconBase_UnifiedWindow.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Remove-Item","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VAP\VIA_VEGN_Step1_v32.ps1",".ps1","NEEDS_AST_CONFIRMATION","MEDIUM","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\05567652-0bbf-41fe-afbb-268e193f8b05.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\350d677a-c89e-46e2-a1ae-665273d93d18.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\NEXUS_Dashboard_Demo.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Invoke-Expression","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\NEXUS_Dashboard_Demo.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\VeritasAutoPlot.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\VeritasAutoPlot_v2.2.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\VIA_Dashboard.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\VIA_Notes_Pro.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\VIA_Notes_Ultimate.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\VIA_Notes_Ultimate_1.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\INPUT\SOURCE_VAP_MODULE\VeritasAutoPlot\VIA_vs_Notion_GapReport.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\REPORT\RUN_20260609_172643_HMI_OPTIMIZE_TEST_DEBUG_ACTIVATE\VIA_VAP_HMI_Optimize_Test_Debug_Activate_Report.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\TEMPLATE_WORKBENCH\REPORT\RUN_20260609_173528_HMI_POLICY_HOTFIX_RETEST\VIA_VAP_HMI_Policy_Hotfix_Retest_Final_Seal.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\temp\VRN_VERIFIED_INCREMENTAL_DB_20260609_025227\registry\VRN_Verified_Incremental_Matrix.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\temp\VRN_VERIFIED_INCREMENTAL_DB_20260609_025227\registry\VRN_Verified_Incremental_Matrix.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\temp\VRN_VERIFIED_INCREMENTAL_DB_20260609_025227\registry\VRN_Verified_Incremental_Matrix.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\temp\VRN_VERIFIED_INCREMENTAL_DB_20260609_025227\registry\VRN_Verified_Incremental_Matrix.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\temp\VRN_VERIFIED_INCREMENTAL_DB_20260609_025227\report\VRN_Verified_Incremental_DB_Report.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\temp\VRN_VERIFIED_INCREMENTAL_DB_20260609_025227\report\VRN_Verified_Incremental_DB_Report.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\temp\VRN_VERIFIED_INCREMENTAL_DB_20260609_025227\report\VRN_Verified_Incremental_DB_Report.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\packaging\licenses\__init__.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\pip\_internal\cache.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\pip\_internal\wheel_builder.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\cmd.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\dist.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\vdf_core\Lib\site-packages\setuptools\_distutils\util.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\packaging\licenses\__init__.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pip\_internal\cache.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pip\_internal\wheel_builder.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\arturo.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\asm.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\business.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\configs.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\c_like.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\foxpro.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\hexdump.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\javascript.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\lisp.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\macaulay2.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\macaulay2.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\markup.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\ml.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\modula2.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\ncl.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\phix.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\prolog.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\prolog.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\savi.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\theorem.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_asy_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_cocoa_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_googlesql_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_lasso_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_lasso_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_mysql_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_openedge_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_php_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_postgres_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_scheme_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_sourcemod_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_sql_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\pygments\lexers\_tsql_builtins.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\ruff-0.15.16.dist-info\sboms\ruff.cyclonedx.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\ruff-0.15.16.dist-info\sboms\ruff.cyclonedx.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\_distutils\cmd.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\_distutils\dist.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\setuptools\_distutils\util.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\_pytest\config\argparsing.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\.venv\via_core\Lib\site-packages\_pytest\config\__init__.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_ACTIVE_POINTER.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_ACTIVE_POINTER.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_ACTIVE_POINTER.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_VRN_SYNC5_ORCHESTRATION_HOTFIX_v02801_20260611_001129\flow_FLOW1_POINTER_SEAL_HASH_BACKUP\backup\VDF_LATEST_AKSHARE_CANDIDATE_STAGING_SEAL_POINTER.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
